"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",14,1700,2000,2100,2100,2400,2800,2800,2800,2800
"GET gold-1",18,1600,1700,1800,1800,2200,2400,2400,2400,2400
"GET gold-2",16,1700,1900,2200,2200,2400,3200,3200,3200,3200
"GET gold-3",19,1500,1600,1800,1900,2100,2500,2500,2500,2500
"GET gold-4",12,1700,1800,2400,2400,2800,3300,3300,3300,3300
"GET gold-5",16,1600,1700,1900,1900,2100,3000,3000,3000,3000
"GET gold-6",13,1600,2000,2000,2000,2000,2400,2400,2400,2400
"GET gold-7",15,1700,1800,2000,2400,2400,3100,3100,3100,3100
"Total",123,1600,1800,2000,2000,2400,2500,3100,3200,3300
